Time,E1_D,E1_T,E2_D,E2_T,E3_D,E3_T,E4_D,E4_T,E5_D,E5_T,E6_D,E6_T,E7_D,E7_T,off_R1_D,off_R1_T,off_R2_D,off_R2_T,off_R3_D,off_R3_T,off_R4_D,off_R4_T,on_R1_D,on_R1_T,on_R2_D,on_R2_T,on_R3_D,on_R3_T,on_R4_D,on_R4_T,on_R5_D,on_R5_T,on_R6_D,on_R6_T
13740,76.71171922822627,22.0,118.54937931858016,16.25,170.92239250564614,69.08333333333333,32.94464927463267,4.333333333333333,113.57511674239998,12.083333333333334,231.37769310791364,23.416666666666668,208.6061853556386,26.666666666666668,46.98221897514778,4.166666666666667,21.3803569092431,1.75,14.062418989060818,1.0833333333333333,17.163736977629608,1.4166666666666667,20.599561039925117,9.583333333333334,26.917055038076,10.083333333333334,0.0,0.0,0.0,0.0,16.814265646300456,2.0833333333333335,31.504050557131368,17.666666666666668
13750,122.72825042698234,28.916666666666668,111.09343106551837,20.416666666666668,166.38176951307082,70.0,11.297316420982817,4.0,48.920611858244285,5.5,143.94206359522101,15.083333333333334,218.95842897307173,28.0,37.53427407003414,3.5,28.227507339404195,2.0833333333333335,31.70257714109376,2.4166666666666665,31.99884127739362,2.5,20.599561039925117,6.25,29.450888097260144,9.5,0.0,0.0,0.0,0.0,16.814265646300456,2.0833333333333335,36.46428797176219,16.916666666666668
13760,131.24678416733326,29.0,192.92929362931181,30.333333333333332,184.98831519918244,68.25,13.285199143805693,8.416666666666666,2.521926586949538,0.25,87.96422754231408,9.416666666666666,164.20455269889908,21.25,36.82326580164064,3.25,28.227507339404195,2.0833333333333335,31.70257714109376,2.4166666666666665,48.43818303961124,3.8333333333333335,20.457331186097335,3.1666666666666665,41.268982546503565,9.5,12.65212906349272,1.6666666666666667,0.0,0.0,16.814265646300456,2.0833333333333335,24.159951877621506,13.583333333333334
13770,120.66701134172276,25.916666666666668,256.73879265285603,38.416666666666664,263.32172497160866,68.08333333333333,25.045139699646327,13.166666666666666,2.379688395381161,0.25,22.991571746660327,2.8333333333333335,103.54769212150597,13.75,8.792214526522685,0.6666666666666666,28.227507339404195,2.0833333333333335,31.70257714109376,2.4166666666666665,48.43818303961124,3.8333333333333335,12.159283498163028,1.4166666666666667,41.6392639371465,9.5,15.639317513232895,3.3333333333333335,0.0,0.0,16.814265646300456,2.0833333333333335,22.68290029524428,10.25
13780,148.85644891734412,26.0,276.8826149521736,39.583333333333336,358.31878584186353,70.75,59.89012133730296,18.333333333333332,28.578675373122824,2.5833333333333335,1.0662188071579475,0.08333333333333333,63.68721291716199,8.583333333333334,0.0,0.0,35.70967002880791,2.8333333333333335,31.70257714109376,2.4166666666666665,48.43818303961124,3.8333333333333335,0.0,0.0,41.03723695116093,9.5,15.639317513232895,5.0,0.0,0.0,16.814265646300456,2.0833333333333335,22.679708972441897,6.916666666666667
13790,175.89467175355267,25.0,298.444550871822,39.416666666666664,412.80641491601637,70.91666666666667,92.2701652226779,22.583333333333332,83.92462410167093,7.25,29.88281456662243,2.3333333333333335,31.394934474667377,4.25,0.0,0.0,70.9718361043772,6.083333333333333,31.70257714109376,2.4166666666666665,48.43818303961124,3.8333333333333335,0.0,0.0,32.65058917500711,9.416666666666666,15.639317513232895,6.666666666666667,0.0,0.0,24.588215778622097,3.4166666666666665,22.157801856409026,3.5833333333333335
13800,167.00432828971472,20.416666666666668,339.7331545214214,39.833333333333336,421.9711148700574,77.08333333333333,90.23502899642305,21.833333333333332,132.76075511824558,11.666666666666666,96.42244865391251,7.916666666666667,23.10544472299326,2.8333333333333335,0.0,0.0,68.70805139928734,6.0,17.64015815203297,1.3333333333333333,39.92418050734942,3.0833333333333335,8.113034416639612,1.1666666666666667,18.357311995341835,9.416666666666666,15.639317513232895,8.333333333333334,0.0,0.0,30.88614306964797,6.166666666666667,8.187845984669357,0.9166666666666666
13810,134.32998661059764,15.583333333333334,316.88069329665205,34.5,419.6974912187493,90.33333333333333,85.83630097280981,19.083333333333332,144.7219866827532,13.0,154.367053579005,13.083333333333334,48.79594805127038,5.583333333333333,0.0,0.0,54.116515025669834,5.0,4.692822591307343,0.5833333333333334,16.439341762217634,1.3333333333333333,23.941941348494918,3.75,12.20301605845213,10.0,15.639317513232895,10.0,0.0,0.0,30.94939931763166,9.5,0.0,0.0
13820,122.35868562536136,18.083333333333332,250.62400137665452,27.916666666666668,388.01571191964587,107.0,84.15301025428852,14.833333333333334,144.7219866827532,13.0,161.44525823654206,13.583333333333334,97.38728018094234,11.25,6.804409977372387,0.5833333333333334,54.116515025669834,5.0,25.71771088528028,2.25,0.0,0.0,35.75423506752836,4.833333333333333,0.5303029406825731,8.75,3.148126756659289,8.583333333333334,0.0,0.0,32.31793939470379,12.833333333333334,0.0,0.0
13830,140.751116687312,27.333333333333332,185.099495925724,23.166666666666668,324.5987771159832,116.91666666666667,105.62161532149658,14.333333333333334,142.34229828737202,12.75,163.14147546112048,14.083333333333334,110.22031812165828,12.75,18.575323947664675,1.5833333333333333,54.116515025669834,5.0,52.690615819703034,5.083333333333333,0.0,0.0,35.75423506752836,4.833333333333333,9.683619951648431,8.583333333333334,0.1609383069191151,6.916666666666667,0.0,0.0,35.01059752089086,13.5,0.0,0.0
