Time,E1_D1,E1_T1,E1_D2,E1_T2,E1_D3,E1_T3,E2_D1,E2_T1,E2_D2,E2_T2,E2_D3,E2_T3,E3_D1,E3_T1,E3_D2,E3_T2,E3_D3,E3_T3,E4_D1,E4_T1,E4_D2,E4_T2,E4_D3,E4_T3,E5_D1,E5_T1,E5_D2,E5_T2,E5_D3,E5_T3,E6_D1,E6_T1,E6_D2,E6_T2,E6_D3,E6_T3,E7_D1,E7_T1,E7_D2,E7_T2,E7_D3,E7_T3,off_R1_D1,off_R1_T1,off_R1_D2,off_R1_T2,off_R1_D3,off_R1_T3,off_R2_D1,off_R2_T1,off_R2_D2,off_R2_T2,off_R2_D3,off_R2_T3,off_R3_D1,off_R3_T1,off_R3_D2,off_R3_T2,off_R3_D3,off_R3_T3,off_R4_D1,off_R4_T1,off_R4_D2,off_R4_T2,off_R4_D3,off_R4_T3,on_R1_D1,on_R1_T1,on_R1_D2,on_R1_T2,on_R1_D3,on_R1_T3,on_R2_D1,on_R2_T1,on_R2_D2,on_R2_T2,on_R2_D3,on_R2_T3,on_R3_D1,on_R3_T1,on_R3_D2,on_R3_T2,on_R3_D3,on_R3_T3,on_R4_D1,on_R4_T1,on_R4_D2,on_R4_T2,on_R4_D3,on_R4_T3,on_R5_D1,on_R5_T1,on_R5_D2,on_R5_T2,on_R5_D3,on_R5_T3,on_R6_D1,on_R6_T1,on_R6_D2,on_R6_T2,on_R6_D3,on_R6_T3
23355,81.2726943012043,7.5,27.79961212291915,7.5,0,0,150.93347203072813,15.0,97.01133737372255,9.0,55.06709869110039,4.5,0.0,10.0,17.86839729620735,1.5,60.799443568167646,5.0,32.78756185863554,34.0,0.0,5.0,0,0,10.585904286316804,5.0,64.24490079118411,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71.121425488642,7.0,30.749702274587108,3.0,0.0,0.0,30.755468206670997,2.5,30.75356704623138,2.5,0.0,0.0,31.93849955444113,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,38.64415665921694,3.5,12.002248690013976,1.5,25.70803499027266,2.5,23.28856086608202,2.5,0,0,0.0,0.0,0.0,0.0,0,0
23360,37.88864820582993,4.0,41.577473002057296,8.5,0,0,111.96581757782877,10.5,72.8786720666611,6.0,54.26432774201038,5.0,3.741692436289611,10.5,133.84997925060458,12.0,82.49738036809691,7.5,82.5640556712898,25.0,0.0,5.0,0,0,40.356403750479785,4.0,139.01846298057438,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.48304908494748,3.0,0.0,0.0,0.0,0.0,24.60467480466184,2.0,0.0,0.0,0.0,0.0,2.721333149366103,10.0,16.713542635049585,4.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,37.80937129683412,3.5,18.38337147774712,1.5,18.989905290036923,4.0,31.45670985144821,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23365,63.250611331878275,6.5,70.29730130832799,9.5,0,0,78.06695545835419,6.5,52.58423697878878,5.0,32.65878072442338,3.5,55.49754094259765,21.0,155.06687513651713,15.0,43.41492719054304,4.0,88.24194950448504,14.0,8.013729988799923,5.0,0,0,132.250150736487,13.5,139.94921401694916,15.0,8.477964024457151,1.0,0.0,0.0,0.0,0.0,19.097225824595796,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.168914299374098,11.5,31.120141611279383,3.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.792270426401343,2.0,0,0,23.185029012204552,5.0,51.930311890554336,4.5,4.609290800360473,0.5,4.559352150790303,5.0,1.9134322577668765,1.0,0,0,0.0,0.0,0.0,0.0,0,0
23370,105.0333460184915,9.5,96.81936481408495,17.5,0,0,51.78373132799928,4.5,37.68900035769292,5.0,37.87769547636518,2.5,43.10958328873136,33.0,88.04773093193873,10.5,24.043383606925744,2.0,28.36936180349872,4.0,11.843270791313586,2.5,0,0,111.57790188525905,13.5,190.13092042694728,19.0,0.0,0.0,0.0,0.0,32.17168124880567,2.5,32.33871960261041,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.306134350263342,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.71423494837518,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.776264574222282,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,14.53402423094398,1.5,26.59789361063603,3.5,0,0,48.28612311716898,9.5,6.178660054463826,0.5,0.0,0.0,0.9634624491146724,5.0,36.249956723958334,5.0,0,0,0.0,0.0,0.0,0.0,0,0
23375,141.08411380218323,12.5,78.30537703000842,8.0,0,0,42.77777358197956,4.0,79.84552170049841,6.0,57.57736910195375,4.5,12.9895603156819,35.0,63.87851728338174,13.5,16.890948965549313,1.5,43.339004814514,4.5,0.0,0.0,0,0,168.37988849656273,17.0,42.90675872349152,4.5,0.0,0.0,45.18376894111577,3.5,18.92592465519965,1.5,71.16530621768243,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.123681874559594,2.5,26.257778523933595,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.610645449351864,4.0,66.18593279319771,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173172319300306,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,37.56818672230887,5.0,0.0,0.0,0,0,15.404816456637832,10.0,0.0,0.0,0.0,0.0,40.76546802644012,9.5,5.407594757364972,0.5,0,0,0.0,0.0,0.0,0.0,0,0
23380,107.43712186312283,10.0,0.0,0.0,0,0,97.42267704824161,7.5,50.60109587496251,4.0,105.15883977790764,8.0,2.280456341450588,37.5,25.054413836667493,12.5,45.797761925254065,4.0,0.0,0.0,0.0,0.0,0,0,64.511651949689,8.0,49.5450070964946,4.5,0.0,0.0,13.14821542612242,1.0,91.17333947386726,8.0,55.81857196467314,5.5,0.0,0.0,0.0,0.0,0.0,0.0,26.240481967601397,2.0,8.760703499999998,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,61.035716970865565,4.0,67.40484970490809,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020238354546265214,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,8.312022983308253,5.0,0.0,0.0,0,0,1.6095127517356218,10.0,0.0,0.0,0.0,0.0,12.074927562118987,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23385,0.0,0.0,35.58434811500873,8.0,0,0,49.703247588828404,4.0,159.7587153929922,12.5,24.830433462963597,2.0,0.12930962683446978,40.0,62.10570016760849,18.0,38.29891983374901,3.5,0.0,0.0,0.0,0.0,0,0,66.41336624544152,6.5,0.0,0.0,0.0,0.0,68.56639781651796,7.0,77.95712764512848,7.5,5.117534071682314,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17.431971041913826,1.5,32.72347248756799,3.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.887998752696035,3.0,0.0,0.0,19.709588529273503,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00047477744017498935,15.0,16.859173576457202,4.0,0,0,0.0,0.0,0.0,0.0,0,0,1.0425989081918203,5.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.710691235099361,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23390,57.003356902434305,5.0,83.65997459635292,13.0,0,0,142.58353672350097,11.0,25.913716034839666,2.0,0.0,0.0,0.006504105020439965,40.0,49.65367508010203,23.5,15.985164884954003,1.5,0.0,0.0,0.0,0.0,0,0,6.446852174086359,0.5,0.0,0.0,0.0,0.0,81.65684288686447,9.5,34.6065248141735,3.0,39.17428154240207,3.0,0.0,0.0,11.657788045924178,1.5,20.9222679932671,2.5,36.89432019533186,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.427867687727883,0.5,44.27829117719915,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.916802770124207,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.026037507716807795,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23395,111.6705235737042,12.5,77.5159514582824,12.0,0,0,12.80473165500075,1.0,0.0,0.0,32.53553869652671,2.5,0.0,40.0,49.68395619201152,29.0,59.8146847240277,5.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,44.20995338797343,5.0,43.891499266984454,3.5,0.0,0.0,0.0,0.0,63.52639810417321,8.5,21.864531070581734,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.520959773088123,0.5,49.54245442045732,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2239691784779474,18.5,1.927213708514973,1.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0008365018457965334,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23400,81.45851638702766,18.5,51.96217527371559,8.5,0,0,0.0,0.0,59.621406792863695,4.5,6.57163382169054,0.5,2.180122777967483,38.5,26.4717542970655,35.0,0.0,0.0,0.0,0.0,4.833693719899429,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,34.00025921398003,3.5,0.0,0.0,0.0,0.0,27.12934121027928,3.5,72.43516750342309,10.0,24.868741691167656,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,55.22953591254509,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.147360234692187,20.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23405,52.02811415581628,25.0,39.853329030343616,5.0,0,0,45.728739309669166,4.5,12.476785336677722,1.0,35.40218492460011,4.0,16.141423859612445,31.5,1.4490737306376218,35.0,0.0,0.0,27.18053142060404,2.5,42.86021741560475,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.69295706425157,8.0,74.19454102283504,9.5,4.691965082391846,0.5,0.0,0.0,41.21579579888627,4.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.597211964036063,11.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23410,33.939058217746144,30.0,18.603593677886593,4.0,0,0,16.608672973158676,5.5,58.436050692718126,4.5,0.0,0.0,87.98916521025035,29.5,2.9570524692319964,32.5,16.175502799083425,3.5,65.08451718542466,7.0,31.14200245234275,3.5,0,0,0.0,0.0,32.56406900855899,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.25145002026346,10.5,20.96132590696999,2.5,0.0,0.0,40.71636101965191,3.5,49.90306823181161,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.139059439297256,6.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.966191288049778,1.5,0.0,0.0,0,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23415,24.05298570022434,32.5,21.880153416885285,2.5,0,0,43.65658908572962,10.0,0.0,0.0,0.0,0.0,158.1085608961989,27.0,45.89673913232627,27.5,11.1388876897067,1.5,72.67710877615406,12.0,40.05864048338239,4.0,0,0,26.893426558706835,2.5,64.9723065660224,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.01985907833432,7.0,0.0,0.0,0.0,0.0,28.19308510758914,2.5,36.306139890386035,3.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.102867453969438,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.679871699078802,5.0,10.059783200535042,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1.902254118120581,3.0,0.0,0.0,0.0,0.0,7.072115975765115,6.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23420,22.13288003828813,35.0,0.0,0.0,0,0,9.291991044222982,10.0,0.0,0.0,0.0,0.0,159.9310525042548,20.5,85.05372859290495,21.0,0.0,0.0,61.591737065212186,21.0,58.141670396793614,5.5,0,0,52.2923242214346,7.0,83.21204459418601,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.581587659462656,3.0,43.50508902198341,4.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.27499314733194,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.90839026521154,2.0,29.87949673979338,3.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23425,3.750465902048049,35.0,17.26491813165439,4.0,0,0,1.0225898899954018,10.0,0.0,0.0,0.0,0.0,165.60577965382436,20.0,43.0394504364712,6.5,0.0,0.0,27.414699358669196,29.0,67.78875657491793,9.5,0,0,79.42518365658137,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.20100428694879,3.5,23.385652400709063,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.930709536284155,0.5,88.89446331437611,6.5,38.98584807124766,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25410512961128,4.5,28.498679108768403,5.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23430,19.8503991110344,37.5,21.204694249392794,2.5,0,0,0.0,10.0,0.0,0.0,0.0,0.0,102.10544343165645,13.0,0.0,0.0,0.0,0.0,7.196732930660289,35.0,49.78664856682013,16.0,0,0,13.4512189525027,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.57988814975674,1.5,53.10334682739132,4.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,104.51413498599628,7.5,20.863360670201175,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.811346095770546,3.5,27.99165826063652,4.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.95975028191652,4.0,0,0,0.0,0.0,27.262686982319444,5.0,0,0
23435,24.952704459883257,37.5,0.0,0.0,0,0,0.0,10.0,0.0,0.0,9.446570816386455,2.5,4.704832374733371,5.0,0.0,0.0,0.0,0.0,1.0538237704704159,39.5,7.004234924890653,15.5,0,0,1.0581765371626943,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.23136362365449,4.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.768806303803899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.213543345575985,6.5,31.656333744360214,3.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.555871782949495,2.5,25.388277281282036,2.5,0,0,43.800304396268864,3.5,16.16854646348634,1.5,0,0
23440,70.40022205574434,24.5,5.372524686839329,2.0,0,0,0.0,10.0,5.623467198871097,0.5,111.7272658734602,15.0,0.40758963926305114,5.0,0.0,0.0,0.0,0.0,0.0677548065547171,40.0,0.4021110448726972,15.0,0,0,0.009492495699930714,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.79658944285426,2.5,0.0,0.0,20.243023532463894,1.5,26.844988495349774,2.0,35.93829307948716,10.0,10.662583371520649,3.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.39890894743176,2.5,0.0,0.0,0,0,19.916430800957095,1.5,0.0,0.0,0,0
23445,46.347221369706304,7.5,36.444903832430626,4.5,0,0,7.374034847264937,9.5,125.98223885910178,11.0,164.9239315207334,21.5,0.02414588296204556,5.0,0.0,0.0,1.914582401393659,1.0,0.002352487651592128,40.0,0.020005608505016426,15.0,0,0,0.00032928011466992757,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75110067754254,1.5,46.06097658603885,3.5,34.02584695527662,2.5,33.83756143423315,2.5,0.0,0.0,19.674528289042076,11.5,30.06647439987221,3.5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23450,53.2958418375456,4.5,0.0,0.0,0,0,91.02816049999664,9.5,192.51328397731828,19.0,96.7883401173229,12.0,0.0006355420678119117,5.0,10.484007440026716,1.0,62.85872939150855,9.0,0.0,40.0,0.0,15.0,0,0,1.9246927613366722,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9572969407023209,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32.922507843863315,2.5,32.921589917129126,2.5,0.9673958206343514,0.5,28.158035480254767,2.0,0.0,0.0,0.0,0.0,35.15017159712872,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23455,0.0,0.0,0.0,0.0,0,0,174.67781227129205,17.5,146.58151866976652,14.5,55.231718443066526,5.0,10.779690172852185,6.0,127.93624757838256,11.0,66.64743328686964,6.0,19.212418994309672,37.5,0.0,15.0,0,0,6.498249573077715,2.5,15.804929433287754,2.5,0.0,0.0,0.0,0.0,0.0,0.0,37.069142311812186,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.338171265241726,2.0,0.0,0.0,49.70668863860698,7.5,0.0,0.0,0.0,0.0,0.0,0.0,6.4232432561822606,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23460,0.0,0.0,22.85940473250769,6.0,0,0,169.65351004814644,16.0,70.11339779661168,7.0,0.0,0.0,87.9021813324454,17.0,129.37523599337942,11.0,100.44098010423477,9.0,76.86293081955282,30.0,0.7274414108761675,15.0,0,0,5.320155852760365,0.5,85.86219201208294,9.5,0.0,0.0,0.0,0.0,57.49479767178113,4.5,5.938680831541518,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.415058852569416,4.0,65.20494066502545,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28133879298711406,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23465,28.81827122306154,3.0,64.64950262516017,9.0,0,0,73.47238834668306,7.5,0.0,0.0,0.0,0.0,104.93772816104331,26.0,191.03877784191317,17.0,49.74572867805631,5.0,109.96906824575487,21.0,22.169658452746603,12.0,0,0,65.7354603870914,7.0,133.2462066119572,15.0,0.0,0.0,49.88921559653474,4.5,6.310712815824871,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,18.4420316922309,1.5,68.64492612416703,5.0,67.55852282371379,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008377129509881343,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,17.713958418035183,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23470,90.76796199756234,9.0,37.33936032471674,4.5,0,0,15.732511083317007,1.5,0.0,0.0,19.906372253480477,1.5,118.25232309092505,36.5,81.3768557696985,9.0,35.05297702266171,4.0,163.78027003937865,22.0,2.1477248611728044,0.5,0,0,168.5544359470381,16.0,138.86949683234073,13.5,0.0,0.0,5.193934000000013,0.5,0.0,0.0,5.581269366234437,0.5,0.0,0.0,25.96966999944067,2.5,20.775735999921892,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,32.07480438109283,2.5,31.605221479120218,2.5,42.33086763619292,3.0,0.0,0.0,13.823782658390144,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00012723350688759183,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,34.30455679605387,3.5,13.261699004912277,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23475,56.21470148561462,5.0,28.509305573046923,5.0,0,0,0.0,0.0,46.303868993688354,3.5,41.92428743298162,3.0,52.24952859541588,44.5,68.9133105934273,8.0,13.34958866230777,2.5,58.729508094680426,6.5,0.0,0.0,0,0,131.6638784157132,11.5,183.69813743644298,18.5,0.0,0.0,0.0,0.0,52.19358011189257,4.0,117.71202358136969,9.5,15.581801999580591,1.5,36.35753799903722,3.5,0.0,0.0,0.0,0.0,22.462289234155712,3.5,0,0,32.4236136157956,2.5,32.27242780065819,2.5,0.0,0.0,0.0,0.0,5.6649079395343165,0.5,42.64748722761186,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,25.056939713657528,5.0,0.0,0.0,0,0,0.0,0.0,4.283545292454807,0.5,21.974078236641517,4.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23480,45.35567960727936,3.5,32.51736176860054,8.5,0,0,45.99373790907998,3.5,55.543299881700165,4.0,36.83836180986779,2.5,8.563601213572127,46.5,40.03340745190768,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,142.7721841759219,13.5,121.4794931180225,12.5,0.0,0.0,48.690813079464874,4.0,151.34790375126056,12.0,97.15726788564956,8.0,31.16360399915959,3.0,0.0,0.0,0.0,0.0,29.9240967115107,2.5,25.422970269515886,2.5,0,0,12.987877395123974,1.0,0.0,0.0,0.0,0.0,5.9453813951126335,0.5,52.98020804925892,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,3.0517270193655435,5.0,0.0,0.0,0,0,0.0,0.0,54.819823433771475,5.0,0.0,0.0,0.0,0.0,25.032974049002654,5.0,0,0,0.0,0.0,0.0,0.0,0,0
23485,26.327760715053962,2.0,67.59302265703877,8.5,0,0,56.83958765012217,4.0,28.575720282330835,2.0,55.190636364792965,4.0,2.6448389799300855,53.5,19.704543787477974,3.0,37.41049248740188,3.0,0.0,0.0,0.0,0.0,0,0,122.50213291440224,14.5,4.0928003077206085,0.5,0.0,0.0,127.91667386816619,13.0,105.23034786577472,9.0,99.9702295702715,9.0,0.0,0.0,0.0,0.0,0.0,0.0,25.052268312553934,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,47.65408984543387,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.4482251062248963,5.0,0.0,0.0,0,0,38.122357753173716,4.5,5.2919710332810155,0.5,0.0,0.0,22.127941978327094,2.5,23.33231882204018,2.5,0,0,0.0,0.0,0.0,0.0,0,0
23490,78.19303796902119,7.0,33.41637591232505,5.5,0,0,27.224406464016198,2.0,47.89241884385987,3.5,37.82812278905417,2.5,0.2656538035214311,55.0,51.81758322735024,7.5,25.09680399796281,2.0,0.0,0.0,0.0,0.0,0,0,31.733778759192262,5.0,0.0,0.0,0.0,0.0,95.81913523602122,10.0,133.3767466473638,12.0,58.47221994854385,6.5,0.0,0.0,4.576292000000024,0.5,18.305167999999924,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86774462703994,1.5,0.0,0.0,25.68934963147484,2.5,14.390199813751053,2.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,12.124382334906556,5.0,0.0,0.0,0.0,0.0,19.314898598758944,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
23495,51.18186399471874,6.0,16.99232472742057,1.5,0,0,51.817908148402466,4.0,59.97327052772975,4.0,7.548510199195633,0.5,0.010769157574273436,55.0,29.383671082890828,10.0,17.303529202684985,1.5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,135.78433997373287,14.5,58.47660241271336,5.5,23.772720804168387,2.5,0.0,0.0,47.018821976280435,5.5,16.929231056598155,2.0,0.0,0.0,18.005172716652922,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.556380537691666,5.0,34.41612220866125,2.5,32.12982805070533,2.5,0.0,0.0,0.0,15.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,5.0,0.0,0.0,0,0,0.7176798444388623,5.0,0.0,0.0,0.0,0.0,1.4457461983515572,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0
